# dataset=strongs/surfaces; lang=por; source=clear-alignments (github.com/Clear-Bible/Alignments); base_text=JFA11; license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	surface	count	share	methods	review
G4521	σάββατον	n’um	1	0.024	transfer	machine
G4143	πλοῖον	n’um	1	0.024	transfer	machine
G4160	ποιέω	n’um	1	0.024	transfer	machine
G2623	κατακλείω	n’um	1	0.024	transfer	machine
G4019	περιδέω	n’um	1	0.024	transfer	machine
G3068	λούω	n’um	1	0.024	transfer	machine
G3588	ὁ	n’um	1	0.024	transfer	machine
G4553	σαργάνη	n’um	1	0.024	transfer	machine
G1722	ἐν	n’uma	8	0.364	transfer	machine
G1519	εἰς	n’uma	5	0.227	transfer	machine
G1909	ἐπί	n’uma	4	0.182	transfer	machine
G1537	ἐκ	n’uma	1	0.045	transfer	machine
G3391	εἷς	n’uma	1	0.045	transfer	machine
G0906	βάλλω	n’uma	1	0.045	transfer	machine
G5346	φημί	n’uma	1	0.045	transfer	machine
G4448	πυρόω	n’uma	1	0.045	transfer	machine
G3588	ὁ	o	1842	0.669	transfer	machine
G0846	αὐτός	o	302	0.110	transfer	machine
G3739	ὅς	o	38	0.014	transfer	machine
G3450	ἐγώ	o	29	0.011	transfer	machine
G5216	σύ	o	24	0.009	transfer	machine
G0129	αἷμα	o	22	0.008	transfer	machine
G2532	καί	o	20	0.007	transfer	machine
G3686	ὄνομα	o	18	0.007	transfer	machine
G4675	σύ	o	16	0.006	transfer	machine
G1161	δέ	o	9	0.003	transfer	machine
G2036	λέγω	o	9	0.003	transfer	machine
G2588	καρδία	o	9	0.003	transfer	machine
G1519	εἰς	o	9	0.003	transfer	machine
G3754	ὅτι	o	8	0.003	transfer	machine
G5101	τίς	o	7	0.003	transfer	machine
G1722	ἐν	o	7	0.003	transfer	machine
G2257	ἐγώ	o	7	0.003	transfer	machine
G2076	εἰμί	o	7	0.003	transfer	machine
G4221	ποτήριον	o	6	0.002	transfer	machine
G3788	ὀφθαλμός	o	5	0.002	transfer	machine
G0932	βασιλεία	o	5	0.002	transfer	machine
G4383	πρόσωπον	o	5	0.002	transfer	machine
G2281	θάλασσα	o	5	0.002	transfer	machine
G0848	ἑαυτοῦ	o	5	0.002	transfer	machine
G4314	πρός	o	5	0.002	transfer	machine
G3756	οὐ	o	5	0.002	transfer	machine
G3745	ὅσος	o	4	0.001	transfer	machine
G1485	ἔθος	o	4	0.001	transfer	machine
G3956	πᾶς	o	4	0.001	transfer	machine
G5100	τις	o	4	0.001	transfer	machine
G4983	σῶμα	o	4	0.001	transfer	machine
G2443	ἵνα	o	4	0.001	transfer	machine
G5613	ὡς	o	4	0.001	transfer	machine
G3408	μισθός	o	3	0.001	transfer	machine
G2250	ἡμέρα	o	3	0.001	transfer	machine
G0444	ἄνθρωπος	o	3	0.001	transfer	machine
G2962	κύριος	o	3	0.001	transfer	machine
G3187	μείζων	o	3	0.001	transfer	machine
G0622	ἀπόλλυμι	o	3	0.001	transfer	machine
G2836	κοιλία	o	3	0.001	transfer	machine
G1097	γινώσκω	o	3	0.001	transfer	machine
G1063	γάρ	o	3	0.001	transfer	machine
G5023	οὗτος	o	3	0.001	transfer	machine
G1325	δίδωμι	o	3	0.001	transfer	machine
G1492	οἶδα	o	3	0.001	transfer	machine
G4160	ποιέω	o	3	0.001	transfer	machine
G1438	ἑαυτοῦ	o	3	0.001	transfer	machine
G0476	ἀντίδικος	o	2	0.001	transfer	machine
G3650	ὅλος	o	2	0.001	transfer	machine
G1210	δέω	o	2	0.001	transfer	machine
G3361	μή	o	2	0.001	transfer	machine
G2398	ἴδιος	o	2	0.001	transfer	machine
G1147	δάκτυλος	o	2	0.001	transfer	machine
G3748	ὅστις	o	2	0.001	transfer	machine
G1437	ἐάν	o	2	0.001	transfer	machine
G1909	ἐπί	o	2	0.001	transfer	machine
G1473	ἐγώ	o	2	0.001	transfer	machine
G3330	μεταδίδωμι	o	2	0.001	transfer	machine
G0740	ἄρτος	o	2	0.001	transfer	machine
G3558	νότος	o	2	0.001	transfer	machine
G0935	βασιλεύς	o	2	0.001	transfer	machine
G5303	ὑστέρημα	o	2	0.001	transfer	machine
G2596	κατά	o	2	0.001	transfer	machine
G1487	εἰ	o	2	0.001	transfer	machine
G2920	κρίσις	o	2	0.001	transfer	machine
G0018	ἀγαθός	o	2	0.001	transfer	machine
G1699	ἐμός	o	2	0.001	transfer	machine
G2531	καθώς	o	2	0.001	transfer	machine
G2258	εἰμί	o	2	0.001	transfer	machine
G0575	ἀπό	o	2	0.001	transfer	machine
G2064	ἔρχομαι	o	2	0.001	transfer	machine
G1012	βουλή	o	2	0.001	transfer	machine
G5087	τίθημι	o	2	0.001	transfer	machine
G2248	ἐγώ	o	2	0.001	transfer	machine
G2147	εὑρίσκω	o	2	0.001	transfer	machine
G4671	σύ	o	2	0.001	transfer	machine
G4143	πλοῖον	o	2	0.001	transfer	machine
G0728	ἀρραβών	o	2	0.001	transfer	machine
G0571	ἄπιστος	o	2	0.001	transfer	machine
G1242	διαθήκη	o	2	0.001	transfer	machine
G1526	εἰμί	o	2	0.001	transfer	machine
G3997	πένθος	o	2	0.001	transfer	machine
G5598	ὦ	o	2	0.001	transfer	machine
G1565	ἐκεῖνος	o	1	0.000	transfer	machine
G4578	σεισμός	o	1	0.000	transfer	machine
G0450	ἀνίστημι	o	1	0.000	transfer	machine
G2350	θορυβέω	o	1	0.000	transfer	machine
G3004	λέγω	o	1	0.000	transfer	machine
G2218	ζυγός	o	1	0.000	transfer	machine
G4412	πρῶτον	o	1	0.000	transfer	machine
G1197	δέσμη	o	1	0.000	transfer	machine
G1077	γενέσια	o	1	0.000	transfer	machine
G2105	εὐδία	o	1	0.000	transfer	machine
G0465	ἀντάλλαγμα	o	1	0.000	transfer	machine
G3089	λύω	o	1	0.000	transfer	machine
G4801	συζεύγνυμι	o	1	0.000	transfer	machine
G2040	ἐργάτης	o	1	0.000	transfer	machine
G2337	θηλάζω	o	1	0.000	transfer	machine
G3767	οὖν	o	1	0.000	transfer	machine
G2672	καταράομαι	o	1	0.000	transfer	machine
G2090	ἑτοιμάζω	o	1	0.000	transfer	machine
G0615	ἀποκτείνω	o	1	0.000	transfer	machine
G2127	εὐλογέω	o	1	0.000	transfer	machine
G4474	ῥαπίζω	o	1	0.000	transfer	machine
G4929	συντάσσω	o	1	0.000	transfer	machine
G5140	τρεῖς	o	1	0.000	transfer	machine
G1544	ἐκβάλλω	o	1	0.000	transfer	machine
G2192	ἔχω	o	1	0.000	transfer	machine
G3704	ὅπως	o	1	0.000	transfer	machine
G2869	κοπάζω	o	1	0.000	transfer	machine
G5124	οὗτος	o	1	0.000	transfer	machine
G4521	σάββατον	o	1	0.000	transfer	machine
G4430	πτῶμα	o	1	0.000	transfer	machine
G2048	ἔρημος	o	1	0.000	transfer	machine
G5210	σύ	o	1	0.000	transfer	machine
G3101	μαθητής	o	1	0.000	transfer	machine
G0906	βάλλω	o	1	0.000	transfer	machine
G5315	ἐσθίω	o	1	0.000	transfer	machine
G2400	ἰδού	o	1	0.000	transfer	machine
G3162	μάχαιρα	o	1	0.000	transfer	machine
G2470	ἴσος	o	1	0.000	transfer	machine
G5117	τόπος	o	1	0.000	transfer	machine
G4903	συνεργέω	o	1	0.000	transfer	machine
G0395	ἀνατολή	o	1	0.000	transfer	machine
G1272	διανοίγω	o	1	0.000	transfer	machine
G1480	ἐθίζω	o	1	0.000	transfer	machine
G0321	ἀνάγω	o	1	0.000	transfer	machine
G4023	περιέχω	o	1	0.000	transfer	machine
G2564	καλέω	o	1	0.000	transfer	machine
G0268	ἁμαρτωλός	o	1	0.000	transfer	machine
G2476	ἵστημι	o	1	0.000	transfer	machine
G0191	ἀκούω	o	1	0.000	transfer	machine
G0672	ἀποχωρέω	o	1	0.000	transfer	machine
G4334	προσέρχομαι	o	1	0.000	transfer	machine
G1016	βοῦς	o	1	0.000	transfer	machine
G3666	ὁμοιόω	o	1	0.000	transfer	machine
G2310	θεμέλιος	o	1	0.000	transfer	machine
G2380	θύω	o	1	0.000	transfer	machine
G0971	βιάζω	o	1	0.000	transfer	machine
G3699	ὅπου	o	1	0.000	transfer	machine
G0591	ἀποδίδωμι	o	1	0.000	transfer	machine
G0398	ἀναφαίνω	o	1	0.000	transfer	machine
G5607	εἰμί	o	1	0.000	transfer	machine
G0071	ἄγω	o	1	0.000	transfer	machine
G3904	παρασκευή	o	1	0.000	transfer	machine
G2020	ἐπιφώσκω	o	1	0.000	transfer	machine
G2919	κρίνω	o	1	0.000	transfer	machine
G4352	προσκυνέω	o	1	0.000	transfer	machine
G5337	φαῦλος	o	1	0.000	transfer	machine
G2041	ἔργον	o	1	0.000	transfer	machine
G1488	εἰμί	o	1	0.000	transfer	machine
G5212	ὑμέτερος	o	1	0.000	transfer	machine
G2212	ζητέω	o	1	0.000	transfer	machine
G1391	δόξα	o	1	0.000	transfer	machine
G3844	παρά	o	1	0.000	transfer	machine
G2723	κατηγορέω	o	1	0.000	transfer	machine
G3140	μαρτυρέω	o	1	0.000	transfer	machine
G5343	φεύγω	o	1	0.000	transfer	machine
G4771	σύ	o	1	0.000	transfer	machine
G5207	υἱός	o	1	0.000	transfer	machine
G3799	ὄψις	o	1	0.000	transfer	machine
G0059	ἀγοράζω	o	1	0.000	transfer	machine
G3708	ὁράω	o	1	0.000	transfer	machine
G1698	ἐγώ	o	1	0.000	transfer	machine
G1781	ἐντέλλω	o	1	0.000	transfer	machine
G5217	ὑπάγω	o	1	0.000	transfer	machine
G3441	μόνος	o	1	0.000	transfer	machine
G2776	κεφαλή	o	1	0.000	transfer	machine
G0142	αἴρω	o	1	0.000	transfer	machine
G3668	ὁμοίως	o	1	0.000	transfer	machine
G3761	οὐδέ	o	1	0.000	transfer	machine
G2300	θεάομαι	o	1	0.000	transfer	machine
G3779	οὕτως	o	1	0.000	transfer	machine
G4137	πληρόω	o	1	0.000	transfer	machine
G2290	θάπτω	o	1	0.000	transfer	machine
G4862	σύν	o	1	0.000	transfer	machine
G3447	μοσχοποιέω	o	1	0.000	transfer	machine
G3036	λιθοβολέω	o	1	0.000	transfer	machine
G1921	ἐπιγινώσκω	o	1	0.000	transfer	machine
G5253	ὑπερῷον	o	1	0.000	transfer	machine
G4571	σύ	o	1	0.000	transfer	machine
G3763	οὐδέποτε	o	1	0.000	transfer	machine
G4951	σύρω	o	1	0.000	transfer	machine
G4633	σκηνή	o	1	0.000	transfer	machine
G0518	ἀπαγγέλλω	o	1	0.000	transfer	machine
G3778	οὗτος	o	1	0.000	transfer	machine
G4151	πνεῦμα	o	1	0.000	transfer	machine
G5180	τύπτω	o	1	0.000	transfer	machine
G1620	ἐκτίθημι	o	1	0.000	transfer	machine
G2702	καταφέρω	o	1	0.000	transfer	machine
G1299	διατάσσω	o	1	0.000	transfer	machine
G4168	ποίμνιον	o	1	0.000	transfer	machine
G3624	οἶκος	o	1	0.000	transfer	machine
G4095	πίνω	o	1	0.000	transfer	machine
G3793	ὄχλος	o	1	0.000	transfer	machine
G5536	χρῆμα	o	1	0.000	transfer	machine
G3989	πέλαγος	o	1	0.000	transfer	machine
G5267	ὑπόδικος	o	1	0.000	transfer	machine
G0235	ἀλλά	o	1	0.000	transfer	machine
G3551	νόμος	o	1	0.000	transfer	machine
G1512	εἴπερ	o	1	0.000	transfer	machine
G1934	ἐπιζητέω	o	1	0.000	transfer	machine
G0040	ἅγιος	o	1	0.000	transfer	machine
G0026	ἀγάπη	o	1	0.000	transfer	machine
G1414	δυνατέω	o	1	0.000	transfer	machine
G1108	γνῶσις	o	1	0.000	transfer	machine
G3775	οὖς	o	1	0.000	transfer	machine
G2193	ἕως	o	1	0.000	transfer	machine
G1538	ἕκαστος	o	1	0.000	transfer	machine
G2198	ζάω	o	1	0.000	transfer	machine
G4167	ποίμνη	o	1	0.000	transfer	machine
G2097	εὐαγγελίζω	o	1	0.000	transfer	machine
G2228	ἤ	o	1	0.000	transfer	machine
G4226	ποῦ	o	1	0.000	transfer	machine
G3618	οἰκοδομέω	o	1	0.000	transfer	machine
G4336	προσεύχομαι	o	1	0.000	transfer	machine
G5567	ψάλλω	o	1	0.000	transfer	machine
G1894	ἐπειδή	o	1	0.000	transfer	machine
G2010	ἐπιτρέπω	o	1	0.000	transfer	machine
G2175	εὐωδία	o	1	0.000	transfer	machine
G4278	προενάρχομαι	o	1	0.000	transfer	machine
G1849	ἐξουσία	o	1	0.000	transfer	machine
G1514	εἰρηνεύω	o	1	0.000	transfer	machine
G1453	ἐγείρω	o	1	0.000	transfer	machine
G2023	ἐπιχορηγέω	o	1	0.000	transfer	machine
G1080	γεννάω	o	1	0.000	transfer	machine
G3814	παιδίσκη	o	1	0.000	transfer	machine
G2673	καταργέω	o	1	0.000	transfer	machine
G0225	ἀλήθεια	o	1	0.000	transfer	machine
G4972	σφραγίζω	o	1	0.000	transfer	machine
G5532	χρεία	o	1	0.000	transfer	machine
G2590	καρπός	o	1	0.000	transfer	machine
G5213	σύ	o	1	0.000	transfer	machine
G0138	αἱρέω	o	1	0.000	transfer	machine
G2003	ἐπιταγή	o	1	0.000	transfer	machine
G4286	πρόθεσις	o	1	0.000	transfer	machine
G1096	γίνομαι	o	1	0.000	transfer	machine
G2099	εὐαγγελιστής	o	1	0.000	transfer	machine
G1321	διδάσκω	o	1	0.000	transfer	machine
G4674	σός	o	1	0.000	transfer	machine
G1125	γράφω	o	1	0.000	transfer	machine
G1410	δύναμαι	o	1	0.000	transfer	machine
G2909	κρείττων	o	1	0.000	transfer	machine
G4413	πρῶτος	o	1	0.000	transfer	machine
G0039	ἅγιος	o	1	0.000	transfer	machine
G5079	τεχνίτης	o	1	0.000	transfer	machine
G1567	ἐκζητέω	o	1	0.000	transfer	machine
G1291	διαστέλλω	o	1	0.000	transfer	machine
G2990	λανθάνω	o	1	0.000	transfer	machine
G3326	μετά	o	1	0.000	transfer	machine
G3056	λόγος	o	1	0.000	transfer	machine
G3344	μεταστρέφω	o	1	0.000	transfer	machine
G1588	ἐκλεκτός	o	1	0.000	transfer	machine
G2992	λαός	o	1	0.000	transfer	machine
G0017	ἀγαθοποιός	o	1	0.000	transfer	machine
G0015	ἀγαθοποιέω	o	1	0.000	transfer	machine
G0595	ἀπόθεσις	o	1	0.000	transfer	machine
G1906	ἐπερώτημα	o	1	0.000	transfer	machine
G1520	εἷς	o	1	0.000	transfer	machine
G0027	ἀγαπητός	o	1	0.000	transfer	machine
G2812	κλέπτης	o	1	0.000	transfer	machine
G2463	ἶρις	o	1	0.000	transfer	machine
G3448	μόσχος	o	1	0.000	transfer	machine
G0091	ἀδικέω	o	1	0.000	transfer	machine
G3023	λέων	o	1	0.000	transfer	machine
G2983	λαμβάνω	o	1	0.000	transfer	machine
G1072	γεμίζω	o	1	0.000	transfer	machine
G2986	λαμπρός	o	1	0.000	transfer	machine
G0080	ἀδελφός	o	1	0.000	transfer	machine
G0001	ἄλφα	o	1	0.000	transfer	machine
G0032	ἄγγελος	o	1	0.000	transfer	machine
G5601	Ἰωβήδ	obed	2	0.667	transfer	machine
G2421	Ἰεσσαί	obed	1	0.333	transfer	machine
G3982	πείθω	obedecei	1	1.000	transfer	machine
G5219	ὑπακούω	obedeceis	1	1.000	transfer	machine
G5219	ὑπακούω	obedecem	6	0.857	transfer	machine
G3980	πειθαρχέω	obedecem	1	0.143	transfer	machine
G3980	πειθαρχέω	obedecer	1	0.250	transfer	machine
G5255	ὑπήκοος	obedecer	1	0.250	transfer	machine
G5218	ὑπακοή	obedecer	1	0.250	transfer	machine
G5219	ὑπακούω	obedecer	1	0.250	transfer	machine
G5219	ὑπακούω	obedecerdes	1	1.000	transfer	machine
G5219	ὑπακούω	obedeceria	1	1.000	transfer	machine
G5219	ὑπακούω	obedeceu	1	1.000	transfer	machine
G5219	ὑπακούω	obedecia	1	1.000	transfer	machine
G3982	πείθω	obedeçaes	1	1.000	transfer	machine
G3980	πειθαρχέω	obedeçam	1	0.500	transfer	machine
G3982	πείθω	obedeçam	1	0.500	transfer	machine
G5218	ὑπακοή	obediencia	10	1.000	transfer	machine
G1438	ἑαυτοῦ	obediente	1	1.000	transfer	machine
G0093	ἀδικία	obedientes	1	0.333	transfer	machine
G1487	εἰ	obedientes	1	0.333	transfer	machine
G5218	ὑπακοή	obedientes	1	0.333	transfer	machine
G4376	προσφορά	oblação	2	1.000	transfer	machine
G2041	ἔργον	obra	38	0.655	transfer	machine
G2038	ἐργάζομαι	obra	4	0.069	transfer	machine
G2716	κατεργάζομαι	obra	4	0.069	transfer	machine
G1754	ἐνεργέω	obra	3	0.052	transfer	machine
G4160	ποιέω	obra	3	0.052	transfer	machine
G1538	ἕκαστος	obra	1	0.017	transfer	machine
G4052	περισσεύω	obra	1	0.017	transfer	machine
G1519	εἰς	obra	1	0.017	transfer	machine
G3588	ὁ	obra	1	0.017	transfer	machine
G2532	καί	obra	1	0.017	transfer	machine
G4229	πρᾶγμα	obra	1	0.017	transfer	machine
G4163	ποιητής	obradores	1	1.000	transfer	machine
G4160	ποιέω	obrae	1	1.000	transfer	machine
G1754	ἐνεργέω	obram	1	1.000	transfer	machine
G2038	ἐργάζομαι	obrando	2	1.000	transfer	machine
G2041	ἔργον	obras	63	0.913	transfer	machine
G4160	ποιέω	obras	2	0.029	transfer	machine
G1063	γάρ	obras	1	0.014	transfer	machine
G2038	ἐργάζομαι	obras	1	0.014	transfer	machine
G1223	διά	obras	1	0.014	transfer	machine
G4234	πρᾶξις	obras	1	0.014	transfer	machine
G1754	ἐνεργέω	obravam	1	1.000	transfer	machine
G2040	ἐργάτης	obreiro	3	1.000	transfer	machine
G2040	ἐργάτης	obreiros	4	1.000	transfer	machine
G3781	ὀφειλέτης	obrigado	1	1.000	transfer	machine
G0315	ἀναγκάζω	obrigam	1	1.000	transfer	machine
G0029	ἀγγαρεύω	obrigar	1	1.000	transfer	machine
G0315	ἀναγκάζω	obrigas	1	1.000	transfer	machine
G1121	γράμμα	obrigação	1	0.500	transfer	machine
G1209	δέχομαι	obrigação	1	0.500	transfer	machine
G2038	ἐργάζομαι	obro	1	1.000	transfer	machine
G4160	ποιέω	obrou	1	0.500	transfer	machine
G2716	κατεργάζομαι	obrou	1	0.500	transfer	machine
G4654	σκοτίζω	obscureceu	1	1.000	transfer	machine
G4160	ποιέω	observa	1	1.000	transfer	machine
G5442	φυλάσσω	observado	1	1.000	transfer	machine
G3551	νόμος	observador	1	1.000	transfer	machine
G1378	δόγμα	observados	1	1.000	transfer	machine
G3767	οὖν	observae	1	1.000	transfer	machine
G5084	τήρησις	observancia	1	1.000	transfer	machine
G0846	αὐτός	observando-o	1	1.000	transfer	machine
G2902	κρατέω	observar	1	1.000	transfer	machine
G0859	ἄφεσις	obterá	1	1.000	transfer	machine
G1731	ἐνδείκνυμι	occasionou-me	1	1.000	transfer	machine
G0874	ἀφορμή	occasião	5	0.556	transfer	machine
G2119	εὐκαιρέω	occasião	1	0.111	transfer	machine
G2309	θέλω	occasião	1	0.111	transfer	machine
G3367	μηδείς	occasião	1	0.111	transfer	machine
G1841	ἔξοδος	occasião	1	0.111	transfer	machine
G1424	δυσμή	occidente	3	0.750	transfer	machine
G0393	ἀνατέλλω	occidente	1	0.250	transfer	machine
G0613	ἀποκρύπτω	occulta	1	1.000	transfer	machine
G2927	κρυπτός	occultamente	1	1.000	transfer	machine
G5274	ὑπολαμβάνω	occultando-o	1	1.000	transfer	machine
G2928	κρύπτω	occultas	1	1.000	transfer	machine
G2990	λανθάνω	occulte	1	1.000	transfer	machine
G2927	κρυπτός	occulto	7	0.700	transfer	machine
G1096	γίνομαι	occulto	1	0.100	transfer	machine
G2532	καί	occulto	1	0.100	transfer	machine
G0613	ἀποκρύπτω	occulto	1	0.100	transfer	machine
G2673	καταργέω	occupa	1	1.000	transfer	machine
G0692	ἀργός	ociosa	1	0.500	transfer	machine
G0691	ἀργέω	ociosa	1	0.500	transfer	machine
G0692	ἀργός	ociosas	2	1.000	transfer	machine
G0692	ἀργός	ociosos	2	1.000	transfer	machine
G3404	μισέω	odiados	2	1.000	transfer	machine
G3588	ὁ	odiar	1	1.000	transfer	machine
G2367	θύϊνος	odorifera	1	1.000	transfer	machine
G0779	ἀσκός	odres	6	0.600	transfer	machine
G0622	ἀπόλλυμι	odres	1	0.100	transfer	machine
G3631	οἶνος	odres	1	0.100	transfer	machine
G3501	νέος	odres	1	0.100	transfer	machine
G4486	ῥήγνυμι	odres	1	0.100	transfer	machine
G4160	ποιέω	offendido	1	1.000	transfer	machine
G3900	παράπτωμα	offensa	3	0.750	transfer	machine
G4121	πλεονάζω	offensa	1	0.250	transfer	machine
G3900	παράπτωμα	offensas	4	0.800	transfer	machine
G3498	νεκρός	offensas	1	0.200	transfer	machine
G4374	προσφέρω	offerece	2	1.000	transfer	machine
G4374	προσφέρω	offerecem	2	1.000	transfer	machine
G4374	προσφέρω	offerecendo	2	1.000	transfer	machine
G4374	προσφέρω	offerecendo-se	1	1.000	transfer	machine
G3588	ὁ	offerecer	2	0.250	transfer	machine
G0399	ἀναφέρω	offerecer	2	0.250	transfer	machine
G4374	προσφέρω	offerecer	2	0.250	transfer	machine
G4376	προσφορά	offerecer	1	0.125	transfer	machine
G1435	δῶρον	offerecer	1	0.125	transfer	machine
G0321	ἀνάγω	offereceram	1	1.000	transfer	machine
G4374	προσφέρω	offerecessem	1	1.000	transfer	machine
G4374	προσφέρω	offerecestes	1	1.000	transfer	machine
G4374	προσφέρω	offereceu	4	0.800	transfer	machine
G0399	ἀναφέρω	offereceu	1	0.200	transfer	machine
G4689	σπένδω	offerecido	1	0.500	transfer	machine
G4374	προσφέρω	offerecido	1	0.500	transfer	machine
G0399	ἀναφέρω	offereçamos	1	1.000	transfer	machine
G1435	δῶρον	offerta	5	0.500	transfer	machine
G4376	προσφορά	offerta	4	0.400	transfer	machine
G3739	ὅς	offerta	1	0.100	transfer	machine
G4374	προσφέρω	offertaram	1	1.000	transfer	machine
G1435	δῶρον	offertas	1	0.333	transfer	machine
G0906	βάλλω	offertas	1	0.333	transfer	machine
G4376	προσφορά	offertas	1	0.333	transfer	machine
G2040	ἐργάτης	officiaes	1	1.000	transfer	machine
G3673	ὁμότεχνος	officio	1	0.333	transfer	machine
G5078	τέχνη	officio	1	0.333	transfer	machine
G3754	ὅτι	officio	1	0.333	transfer	machine
G5552	χρυσοῦς	oiro	15	0.455	transfer	machine
G5557	χρυσός	oiro	8	0.242	transfer	machine
G5553	χρυσίον	oiro	8	0.242	transfer	machine
G3588	ὁ	oiro	1	0.030	transfer	machine
G4713	στάσις	oiro	1	0.030	transfer	machine
G3590	ὄγδοος	oitavo	4	0.800	transfer	machine
G3637	ὀκταήμερος	oitavo	1	0.200	transfer	machine
G3589	ὀγδοήκοντα	oitenta	1	1.000	transfer	machine
G3638	ὀκτώ	oito	5	1.000	transfer	machine
G2763	κεραμεύς	oleiro	3	0.750	transfer	machine
G4632	σκεῦος	oleiro	1	0.250	transfer	machine
G1637	ἔλαιον	oleo	1	1.000	transfer	machine
G3708	ὁράω	olha	5	0.714	transfer	machine
G0991	βλέπω	olha	2	0.286	transfer	machine
G4017	περιβλέπω	olhado	1	1.000	transfer	machine
G0991	βλέπω	olhae	6	0.400	transfer	machine
G3708	ὁράω	olhae	3	0.200	transfer	machine
G4337	προσέχω	olhae	3	0.200	transfer	machine
G1689	ἐμβλέπω	olhae	1	0.067	transfer	machine
G3309	μεριμνάω	olhae	1	0.067	transfer	machine
G0352	ἀνακύπτω	olhae	1	0.067	transfer	machine
G0991	βλέπω	olhaes	1	1.000	transfer	machine
G1689	ἐμβλέπω	olhando	5	0.312	transfer	machine
G4017	περιβλέπω	olhando	4	0.250	transfer	machine
G2334	θεωρέω	olhando	3	0.188	transfer	machine
G0308	ἀναβλέπω	olhando	3	0.188	transfer	machine
G4648	σκοπέω	olhando	1	0.062	transfer	machine
G0991	βλέπω	olhar	2	0.667	transfer	machine
G2657	κατανοέω	olhar	1	0.333	transfer	machine
G4017	περιβλέπω	olhava	1	1.000	transfer	machine
G2334	θεωρέω	olhavam	1	0.500	transfer	machine
G0991	βλέπω	olhavam	1	0.500	transfer	machine
G3788	ὀφθαλμός	olho	16	0.842	transfer	machine
G4190	πονηρός	olho	1	0.053	transfer	machine
G1722	ἐν	olho	1	0.053	transfer	machine
G2595	κάρφος	olho	1	0.053	transfer	machine
G3788	ὀφθαλμός	olhos	49	0.860	transfer	machine
G0846	αὐτός	olhos	2	0.035	transfer	machine
G1869	ἐπαίρω	olhos	2	0.035	transfer	machine
G1722	ἐν	olhos	1	0.018	transfer	machine
G0455	ἀνοίγω	olhos	1	0.018	transfer	machine
G1519	εἰς	olhos	1	0.018	transfer	machine
G1846	ἐξορύσσω	olhos	1	0.018	transfer	machine
G1689	ἐμβλέπω	olhou	2	0.667	transfer	machine
G3588	ὁ	olhou	1	0.333	transfer	machine
G1636	ἐλαία	oliveira	1	1.000	transfer	machine
G1636	ἐλαία	oliveiras	1	1.000	transfer	machine
G3652	Ὀλυμπᾶς	olympia	1	1.000	transfer	machine
G5598	ὦ	omega	1	1.000	transfer	machine
G0863	ἀφίημι	omittir	1	1.000	transfer	machine
G2830	κλύδων	onda	1	1.000	transfer	machine
G2949	κῦμα	ondas	4	0.800	transfer	machine
G2830	κλύδων	ondas	1	0.200	transfer	machine
G3699	ὅπου	onde	51	0.543	transfer	machine
G3757	οὗ	onde	14	0.149	transfer	machine
G4226	ποῦ	onde	11	0.117	transfer	machine
G3606	ὅθεν	onde	3	0.032	transfer	machine
G3588	ὁ	onde	2	0.021	transfer	machine
G1096	γίνομαι	onde	1	0.011	transfer	machine
G4169	ποῖος	onde	1	0.011	transfer	machine
G1519	εἰς	onde	1	0.011	transfer	machine
G2036	λέγω	onde	1	0.011	transfer	machine
G2532	καί	onde	1	0.011	transfer	machine
G2064	ἔρχομαι	onde	1	0.011	transfer	machine
G3754	ὅτι	onde	1	0.011	transfer	machine
G3739	ὅς	onde	1	0.011	transfer	machine
G3756	οὐ	onde	1	0.011	transfer	machine
G1564	ἐκεῖθεν	onde	1	0.011	transfer	machine
G2547	κἀκεῖθεν	onde	1	0.011	transfer	machine
G0189	ἀκοή	onde	1	0.011	transfer	machine
G2759	κέντρον	onde	1	0.011	transfer	machine
G3682	Ὀνήσιμος	onesimo	1	1.000	transfer	machine
G3683	Ὀνησίφορος	onesiphoro	2	1.000	transfer	machine
G1733	ἕνδεκα	onze	6	1.000	transfer	machine
G1754	ἐνεργέω	opera	2	1.000	transfer	machine
G1411	δύναμις	operadores	1	1.000	transfer	machine
G2716	κατεργάζομαι	operae	1	1.000	transfer	machine
G4160	ποιέω	operava	1	1.000	transfer	machine
G1753	ἐνέργεια	operação	2	0.500	transfer	machine
G4234	πρᾶξις	operação	1	0.250	transfer	machine
G0846	αὐτός	operação	1	0.250	transfer	machine
G1755	ἐνέργημα	operações	1	1.000	transfer	machine
G1754	ἐνεργέω	operou	2	0.500	transfer	machine
G4160	ποιέω	operou	1	0.250	transfer	machine
G2716	κατεργάζομαι	operou	1	0.250	transfer	machine
G0483	ἀντιλέγω	oppondo-se	1	1.000	transfer	machine
G2120	εὐκαιρία	opportunidade	2	0.500	transfer	machine
G2540	καιρός	opportunidade	1	0.250	transfer	machine
G0170	ἀκαιρέομαι	opportunidade	1	0.250	transfer	machine
G2121	εὔκαιρος	opportuno	2	1.000	transfer	machine
G0480	ἀντίκειμαι	oppozerem	1	1.000	transfer	machine
G2347	θλῖψις	oppressão	1	1.000	transfer	machine
G4122	πλεονεκτέω	opprima	1	1.000	transfer	machine
G4912	συνέχω	opprime	1	1.000	transfer	machine
G2616	καταδυναστεύω	opprimem	1	1.000	transfer	machine
G5412	φορτίζω	opprimidos	1	0.500	transfer	machine
